title,sinopsis,rating,genre
 Before Sunrise,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",8.1,"['Drama', 'Romance']"
 From Dusk Till Dawn,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",7.2,"['Action', 'Crime', 'Horror']"
 The Secret Life of Walter Mitty,"When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined.",7.3,"['Adventure', 'Comedy', 'Drama']"
 Insidious,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,6.8,"['Horror', 'Mystery', 'Thriller']"
 Jurassic Park III,"A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.",5.9,"['Action', 'Adventure', 'Sci-Fi']"
 The Book of Eli,"A drifter fights his way across a ravaged, post-apocalyptic America while protecting a sacred book that holds the secrets to humanity's salvation.",6.8,"['Action', 'Adventure', 'Drama']"
 50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",7.6,"['Comedy', 'Drama', 'Romance']"
 The Dictator,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,6.5,['Comedy']
 Lady Bird,"A fiercely independent teenager tries to make her own way in the world while wanting to get out of her hometown of Sacramento, California and to get away from her complicated mother and recently-unemployed father.",7.4,"['Comedy', 'Drama']"
 Lord of War,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,7.6,"['Crime', 'Drama']"
 Incredibles 2,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,7.5,"['Animation', 'Action', 'Adventure']"
 The Hangover Part III,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",5.8,"['Comedy', 'Crime']"
 The Man from U,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",7.2,"['Action', 'Adventure', 'Comedy']"
 Fifty Shades of Grey,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",4.2,"['Drama', 'Romance', 'Thriller']"
 Pride & Prejudice,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",7.8,"['Drama', 'Romance']"
 Liar Liar,A pathological liar-lawyer finds his career turned upside down when he inexplicably cannot physically lie for 24 whole hours.,6.9,"['Comedy', 'Fantasy']"
 Beauty and the Beast,"A brave, beautiful, and brilliant young woman is imprisoned by a beast in his castle. Despite her fears, she learns to see beyond the beast's hideous exterior and realize the gentle heart of the true prince within him.",7.1,"['Adventure', 'Family', 'Fantasy']"
 Gone with the Wind,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,8.2,"['Drama', 'Romance', 'War']"
 Hugo,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.",7.5,"['Adventure', 'Drama', 'Family']"
 Your Name,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",8.4,"['Animation', 'Drama', 'Fantasy']"
 Shrek the Third,"Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming.",6.1,"['Animation', 'Adventure', 'Comedy']"
 Scent of a Woman,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",8.0,['Drama']
 Hitch,A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.,6.6,"['Comedy', 'Romance']"
 School of Rock,"After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.",7.2,"['Comedy', 'Music']"
 Donnie Brasco,An FBI undercover agent infiltrates the mob and finds himself identifying more with the Mafia life--at the expense of his regular one.,7.7,"['Biography', 'Crime', 'Drama']"
 To Kill a Mockingbird,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,8.3,"['Crime', 'Drama']"
 Nobody,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.",7.4,"['Action', 'Crime', 'Drama']"
 3:10 to Yuma,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,7.6,"['Action', 'Crime', 'Drama']"
 Apocalypto,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",7.8,"['Action', 'Adventure', 'Drama']"
 The Untouchables,"During Prohibition, Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone, and assembles a small, incorruptible team to help him.",7.8,"['Crime', 'Drama', 'Thriller']"
 Moonlight,"A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",7.4,['Drama']
" O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",7.7,"['Comedy', 'Crime', 'Drama']"
 Arcane,"Set in Utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League of Legends champions and the power that will tear them apart.",9.0,"['Animation', 'Action', 'Adventure']"
 Pitch Perfect,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",7.1,"['Comedy', 'Music', 'Romance']"
 Transformers: Age of Extinction,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",5.6,"['Action', 'Adventure', 'Sci-Fi']"
 Batman Returns,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.",7.1,"['Action', 'Crime', 'Fantasy']"
 Neighbors,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",6.3,['Comedy']
 There's Something About Mary,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.",7.1,"['Comedy', 'Romance']"
 Alien³,"Returning from LV-426, Ellen Ripley crash-lands on the maximum-security prison Fiorina 161, where she discovers that she has unwittingly brought along an unwelcome visitor.",6.4,"['Action', 'Horror', 'Sci-Fi']"
 Salt,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,6.5,"['Action', 'Thriller']"
 Magnolia,"An epic mosaic of interrelated characters in search of love, forgiveness and meaning in the San Fernando Valley.",8.0,['Drama']
 Ace Ventura: Pet Detective,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,6.9,['Comedy']
 Deja Vu,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",7.1,"['Action', 'Crime', 'Sci-Fi']"
 Sons of Anarchy,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,8.6,"['Crime', 'Drama', 'Thriller']"
 The Accountant,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",7.3,"['Action', 'Crime', 'Drama']"
 Bridge of Spies,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",7.6,"['Drama', 'History', 'Thriller']"
 The Holiday,"Amanda lives in LA and is a movie trailer editor. Iris lives in Surrey and is a journalist. The two decide to swap houses for two weeks at Christmas - both trying to forget their troubled love lives, until love finds them anyways.",7.0,"['Comedy', 'Romance']"
 The Island,"In 2019, a mercenary pursues a man and woman who escaped a research facility after learning their true fate.",6.8,"['Action', 'Sci-Fi', 'Thriller']"
 8 Mile,"Follows a young rapper in the Detroit area, struggling with every aspect of his life; he wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",7.2,"['Drama', 'Music']"
 Kung Fu Panda 2,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",7.3,"['Animation', 'Action', 'Adventure']"
 Grave of the Fireflies,A young boy and his little sister struggle to survive in Japan during World War II.,8.5,"['Animation', 'Drama', 'War']"
 Gattaca,"Vincent, an ""In-Valid"", assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation. However, a week before his mission, a murder marks Vincent as a suspect.",7.7,"['Drama', 'Sci-Fi', 'Thriller']"
